FALSE,A1 001,Bulbasaur,Mewtwo,♢
FALSE,A1 002,Ivysaur,Mewtwo,♢♢
FALSE,A1 003,Venusaur,Mewtwo,♢♢♢
FALSE,A1 004,Venusaur ex,Mewtwo,♢♢♢♢
FALSE,A1 005,Caterpie,Pikachu,♢
FALSE,A1 006,Metapod,Pikachu,♢
FALSE,A1 007,Butterfree,Pikachu,♢♢♢
FALSE,A1 008,Weedle,Mewtwo,♢
FALSE,A1 009,Kakuna,Mewtwo,♢
FALSE,A1 010,Beedrill,Mewtwo,♢♢♢
FALSE,A1 011,Oddish,Charizard,♢
FALSE,A1 012,Gloom,Charizard,♢♢
FALSE,A1 013,Vileplume,Charizard,♢♢♢
FALSE,A1 014,Paras,Pikachu,♢
FALSE,A1 015,Parasect,Pikachu,♢♢
FALSE,A1 016,Venonat,Mewtwo,♢
FALSE,A1 017,Venomoth,Mewtwo,♢♢
FALSE,A1 018,Bellsprout,Charizard,♢
FALSE,A1 019,Weepinbell,Charizard,♢♢
FALSE,A1 020,Victreebel,Charizard,♢♢♢
FALSE,A1 021,Exeggcute,Charizard,♢
FALSE,A1 022,Exeggutor,Charizard,♢♢♢
FALSE,A1 023,Exeggutor ex,Charizard,♢♢♢♢
FALSE,A1 024,Tangela,Charizard,♢
FALSE,A1 025,Scyther,Mewtwo,♢
FALSE,A1 026,Pinsir,All,♢♢
FALSE,A1 027,Cottonee,All,♢
FALSE,A1 028,Whimsicott,All,♢♢
FALSE,A1 029,Petilil,All,♢
FALSE,A1 030,Lilligant,All,♢♢
FALSE,A1 031,Skiddo,Charizard,♢
FALSE,A1 032,Gogoat,Charizard,♢
FALSE,A1 033,Charmander,Charizard,♢
FALSE,A1 034,Charmeleon,Charizard,♢♢
FALSE,A1 035,Charizard,Charizard,♢♢♢
FALSE,A1 036,Charizard ex,Charizard,♢♢♢♢
FALSE,A1 037,Vulpix,Charizard,♢
FALSE,A1 038,Ninetales,Charizard,♢♢
FALSE,A1 039,Growlithe,Pikachu,♢
FALSE,A1 040,Arcanine,Pikachu,♢♢♢
FALSE,A1 041,Arcanine ex,Pikachu,♢♢♢♢
FALSE,A1 042,Ponyta,All,♢
FALSE,A1 043,Rapidash,All,♢♢
FALSE,A1 044,Magmar,Charizard,♢
FALSE,A1 045,Flareon,Charizard,♢♢♢
FALSE,A1 046,Moltres,Charizard,♢♢♢
FALSE,A1 047,Moltres ex,Charizard,♢♢♢♢
FALSE,A1 048,Heatmor,All,♢
FALSE,A1 049,Salandit,Mewtwo,♢
FALSE,A1 050,Salazzle,Mewtwo,♢
FALSE,A1 051,Sizzlipede,All,♢
FALSE,A1 052,Centiskorch,All,♢♢
FALSE,A1 053,Squirtle,Pikachu,♢
FALSE,A1 054,Wartortle,Pikachu,♢♢
FALSE,A1 055,Blastoise,Pikachu,♢♢♢
FALSE,A1 056,Blastoise ex,Pikachu,♢♢♢♢
FALSE,A1 057,Psyduck,All,♢
FALSE,A1 058,Golduck,All,♢♢
FALSE,A1 059,Poliwag,Charizard,♢
FALSE,A1 060,Poliwhirl,Charizard,♢♢
FALSE,A1 061,Poliwrath,Charizard,♢♢♢
FALSE,A1 062,Tentacool,Mewtwo,♢
FALSE,A1 063,Tentacruel,Mewtwo,♢♢
FALSE,A1 064,Seel,Pikachu,♢
FALSE,A1 065,Dewgong,Pikachu,♢♢
FALSE,A1 066,Shellder,Mewtwo,♢
FALSE,A1 067,Cloyster,Mewtwo,♢♢
FALSE,A1 068,Krabby,Mewtwo,♢
FALSE,A1 069,Kingler,Mewtwo,♢♢
FALSE,A1 070,Horsea,Pikachu,♢
FALSE,A1 071,Seadra,Pikachu,♢♢
FALSE,A1 072,Goldeen,Pikachu,♢
FALSE,A1 073,Seaking,Pikachu,♢
FALSE,A1 074,Staryu,Charizard,♢
FALSE,A1 075,Starmie,Charizard,♢♢
FALSE,A1 076,Starmie ex,Charizard,♢♢♢♢
FALSE,A1 077,Magikarp,Pikachu,♢
FALSE,A1 078,Gyarados,Pikachu,♢♢♢
FALSE,A1 079,Lapras,Charizard,♢♢♢
FALSE,A1 080,Vaporeon,Mewtwo,♢♢♢
FALSE,A1 081,Omanyte,Pikachu,♢♢
FALSE,A1 082,Omastar,Pikachu,♢♢♢
FALSE,A1 083,Articuno,Mewtwo,♢♢♢
FALSE,A1 084,Articuno ex,Mewtwo,♢♢♢♢
FALSE,A1 085,Ducklett,Charizard,♢
FALSE,A1 086,Swanna,Charizard,♢♢
FALSE,A1 087,Froakie,Charizard,♢
FALSE,A1 088,Frogadier,Charizard,♢♢
FALSE,A1 089,Greninja,Charizard,♢♢♢
FALSE,A1 090,Pyukumuku,Charizard,♢
FALSE,A1 091,Bruxish,All,♢♢
FALSE,A1 092,Snom,All,♢
FALSE,A1 093,Frosmoth,All,♢♢
FALSE,A1 094,Pikachu,Pikachu,♢
FALSE,A1 095,Raichu,Pikachu,♢♢♢
FALSE,A1 096,Pikachu ex,Pikachu,♢♢♢♢
FALSE,A1 097,Magnemite,Pikachu,♢
FALSE,A1 098,Magneton,Pikachu,♢♢♢
FALSE,A1 099,Voltorb,Pikachu,♢
FALSE,A1 100,Electrode,Pikachu,♢♢
FALSE,A1 101,Electabuzz,Pikachu,♢
FALSE,A1 102,Jolteon,Pikachu,♢♢♢
FALSE,A1 103,Zapdos,Pikachu,♢♢♢
FALSE,A1 104,Zapdos ex,Pikachu,♢♢♢♢
FALSE,A1 105,Blitzle,All,♢
FALSE,A1 106,Zebstrika,All,♢♢
FALSE,A1 107,Tynamo,Mewtwo,♢
FALSE,A1 108,Eelektrik,Mewtwo,♢♢
FALSE,A1 109,Eelektross,Mewtwo,♢♢♢
FALSE,A1 110,Helioptile,All,♢
FALSE,A1 111,Heliolisk,All,♢
FALSE,A1 112,Pincurchin,All,♢♢
FALSE,A1 113,Clefairy,Pikachu,♢
FALSE,A1 114,Clefable,Pikachu,♢♢
FALSE,A1 115,Abra,Charizard,♢
FALSE,A1 116,Kadabra,Charizard,♢♢
FALSE,A1 117,Alakazam,Charizard,♢♢♢
FALSE,A1 118,Slowpoke,All,♢
FALSE,A1 119,Slowbro,All,♢♢
FALSE,A1 120,Gastly,Mewtwo,♢
FALSE,A1 121,Haunter,Mewtwo,♢♢
FALSE,A1 122,Gengar,Mewtwo,♢♢♢
FALSE,A1 123,Gengar ex,Mewtwo,♢♢♢♢
FALSE,A1 124,Drowzee,Pikachu,♢
FALSE,A1 125,Hypno,Pikachu,♢♢♢
FALSE,A1 126,Mr. Mime,Mewtwo,♢♢
FALSE,A1 127,Jynx,Mewtwo,♢
FALSE,A1 128,Mewtwo,Mewtwo,♢♢♢
FALSE,A1 129,Mewtwo ex,Mewtwo,♢♢♢♢
FALSE,A1 130,Ralts,Mewtwo,♢
FALSE,A1 131,Kirlia,Mewtwo,♢♢
FALSE,A1 132,Gardevoir,Mewtwo,♢♢♢
FALSE,A1 133,Woobat,All,♢
FALSE,A1 134,Swoobat,All,♢
FALSE,A1 135,Golett,All,♢
FALSE,A1 136,Golurk,All,♢♢
FALSE,A1 137,Sandshrew,All,♢
FALSE,A1 138,Sandslash,All,♢♢
FALSE,A1 139,Diglett,Pikachu,♢
FALSE,A1 140,Dugtrio,Pikachu,♢♢
FALSE,A1 141,Mankey,Charizard,♢
FALSE,A1 142,Primeape,Charizard,♢♢
FALSE,A1 143,Machop,Charizard,♢
FALSE,A1 144,Machoke,Charizard,♢♢
FALSE,A1 145,Machamp,Charizard,♢♢♢
FALSE,A1 146,Machamp ex,Charizard,♢♢♢♢
FALSE,A1 147,Geodude,Pikachu,♢
FALSE,A1 148,Graveler,Pikachu,♢♢
FALSE,A1 149,Golem,Pikachu,♢♢♢
FALSE,A1 150,Onix,Pikachu,♢♢
FALSE,A1 151,Cubone,Mewtwo,♢
FALSE,A1 152,Marowak,Mewtwo,♢♢
FALSE,A1 153,Marowak ex,Mewtwo,♢♢♢♢
FALSE,A1 154,Hitmonlee,Mewtwo,♢
FALSE,A1 155,Hitmonchan,Charizard,♢
FALSE,A1 156,Rhyhorn,Mewtwo,♢
FALSE,A1 157,Rhydon,Mewtwo,♢♢
FALSE,A1 158,Kabuto,Charizard,♢♢
FALSE,A1 159,Kabutops,Charizard,♢♢♢
FALSE,A1 160,Mienfoo,Pikachu,♢
FALSE,A1 161,Mienshao,Pikachu,♢♢
FALSE,A1 162,Clobbopus,All,♢
FALSE,A1 163,Grapploct,All,♢♢
FALSE,A1 164,Ekans,All,♢
FALSE,A1 165,Arbok,All,♢♢
FALSE,A1 166,Nidoran♀,Pikachu,♢
FALSE,A1 167,Nidorina,Pikachu,♢♢
FALSE,A1 168,Nidoqueen,Pikachu,♢♢♢
FALSE,A1 169,Nidoran♂,Pikachu,♢
FALSE,A1 170,Nidorino,Pikachu,♢♢
FALSE,A1 171,Nidoking,Pikachu,♢♢♢
FALSE,A1 172,Zubat,Mewtwo,♢
FALSE,A1 173,Golbat,Mewtwo,♢♢
FALSE,A1 174,Grimer,Mewtwo,♢
FALSE,A1 175,Muk,Mewtwo,♢♢♢
FALSE,A1 176,Koffing,Mewtwo,♢
FALSE,A1 177,Weezing,Mewtwo,♢♢♢
FALSE,A1 178,Mawile,Charizard,♢
FALSE,A1 179,Pawniard,All,♢
FALSE,A1 180,Bisharp,All,♢♢
FALSE,A1 181,Meltan,Charizard,♢
FALSE,A1 182,Melmetal,Charizard,♢♢♢
FALSE,A1 183,Dratini,Mewtwo,♢
FALSE,A1 184,Dragonair,Mewtwo,♢♢
FALSE,A1 185,Dragonite,Mewtwo,♢♢♢
FALSE,A1 186,Pidgey,Mewtwo,♢
FALSE,A1 187,Pidgeotto,Mewtwo,♢
FALSE,A1 188,Pidgeot,Mewtwo,♢♢♢
FALSE,A1 189,Rattata,All,♢
FALSE,A1 190,Raticate,All,♢
FALSE,A1 191,Spearow,Charizard,♢
FALSE,A1 192,Fearow,Charizard,♢
FALSE,A1 193,Jigglypuff,Pikachu,♢
FALSE,A1 194,Wigglytuff,Pikachu,♢
FALSE,A1 195,Wigglytuff ex,Pikachu,♢♢♢♢
FALSE,A1 196,Meowth,Charizard,♢
FALSE,A1 197,Persian,Charizard,♢♢
FALSE,A1 198,Farfetch'd,All,♢
FALSE,A1 199,Doduo,All,♢
FALSE,A1 200,Dodrio,All,♢♢
FALSE,A1 201,Lickitung,Mewtwo,♢♢
FALSE,A1 202,Chansey,Pikachu,♢♢
FALSE,A1 203,Kangaskhan,Charizard,♢♢♢
FALSE,A1 204,Tauros,Charizard,♢♢
FALSE,A1 205,Ditto,Mewtwo,♢♢♢
FALSE,A1 206,Eevee,Charizard,♢
FALSE,A1 207,Eevee,Mewtwo,♢
FALSE,A1 208,Eevee,Pikachu,♢
FALSE,A1 209,Porygon,Mewtwo,♢♢
FALSE,A1 210,Aerodactyl,Mewtwo,♢♢♢
FALSE,A1 211,Snorlax,Pikachu,♢♢♢
FALSE,A1 212,Minccino,All,♢
FALSE,A1 213,Cinccino,All,♢♢
FALSE,A1 214,Wooloo,All,♢
FALSE,A1 215,Dubwool,All,♢
FALSE,A1 216,Helix Fossil,Pikachu,♢
FALSE,A1 217,Dome Fossil,Charizard,♢
FALSE,A1 218,Old Amber,Mewtwo,♢
FALSE,A1 219,Erika,Charizard,♢♢
FALSE,A1 220,Misty,Pikachu,♢♢
FALSE,A1 221,Blaine,Charizard,♢♢
FALSE,A1 222,Koga,Mewtwo,♢♢
FALSE,A1 223,Giovanni,Mewtwo,♢♢
FALSE,A1 224,Brock,Pikachu,♢♢
FALSE,A1 225,Sabrina,Charizard,♢♢
FALSE,A1 226,Lt. Surge,Pikachu,♢♢
FALSE,A1 227,Bulbasaur,Mewtwo,☆
FALSE,A1 228,Gloom,Charizard,☆
FALSE,A1 229,Pinsir,Charizard,☆
FALSE,A1 230,Charmander,Charizard,☆
FALSE,A1 231,Rapidash,Charizard,☆
FALSE,A1 232,Squirtle,Pikachu,☆
FALSE,A1 233,Gyarados,Pikachu,☆
FALSE,A1 234,Lapras,Charizard,☆
FALSE,A1 235,Electrode,Pikachu,☆
FALSE,A1 236,Alakazam,Charizard,☆
FALSE,A1 237,Slowpoke,Charizard,☆
FALSE,A1 238,Diglett,Pikachu,☆
FALSE,A1 239,Cubone,Mewtwo,☆
FALSE,A1 240,Nidoqueen,Pikachu,☆
FALSE,A1 241,Nidoking,Pikachu,☆
FALSE,A1 242,Golbat,Mewtwo,☆
FALSE,A1 243,Weezing,Mewtwo,☆
FALSE,A1 244,Dragonite,Mewtwo,☆
FALSE,A1 245,Pidgeot,Mewtwo,☆
FALSE,A1 246,Meowth,Charizard,☆
FALSE,A1 247,Ditto,Mewtwo,☆
FALSE,A1 248,Eevee,Pikachu,☆
FALSE,A1 249,Porygon,Mewtwo,☆
FALSE,A1 250,Snorlax,Pikachu,☆
FALSE,A1 251,Venusaur ex,Mewtwo,☆☆
FALSE,A1 252,Exeggutor ex,Charizard,☆☆
FALSE,A1 253,Charizard ex,Charizard,☆☆
FALSE,A1 254,Arcanine ex,Pikachu,☆☆
FALSE,A1 255,Moltres ex,Charizard,☆☆
FALSE,A1 256,Blastoise ex,Pikachu,☆☆
FALSE,A1 257,Starmie ex,Charizard,☆☆
FALSE,A1 258,Articuno ex,Mewtwo,☆☆
FALSE,A1 259,Pikachu ex,Pikachu,☆☆
FALSE,A1 260,Zapdos ex,Pikachu,☆☆
FALSE,A1 261,Gengar ex,Mewtwo,☆☆
FALSE,A1 262,Mewtwo ex,Mewtwo,☆☆
FALSE,A1 263,Machamp ex,Charizard,☆☆
FALSE,A1 264,Marowak ex,Mewtwo,☆☆
FALSE,A1 265,Wigglytuff ex,Pikachu,☆☆
FALSE,A1 266,Erika,Charizard,☆☆
FALSE,A1 267,Misty,Pikachu,☆☆
FALSE,A1 268,Blaine,Charizard,☆☆
FALSE,A1 269,Koga,Mewtwo,☆☆
FALSE,A1 270,Giovanni,Mewtwo,☆☆
FALSE,A1 271,Brock,Pikachu,☆☆
FALSE,A1 272,Sabrina,Charizard,☆☆
FALSE,A1 273,Lt. Surge,Pikachu,☆☆
FALSE,A1 274,Moltres ex,Charizard,☆☆
FALSE,A1 275,Articuno ex,Mewtwo,☆☆
FALSE,A1 276,Zapdos ex,Pikachu,☆☆
FALSE,A1 277,Gengar ex,Mewtwo,☆☆
FALSE,A1 278,Machamp ex,Charizard,☆☆
FALSE,A1 279,Wigglytuff ex,Pikachu,☆☆
FALSE,A1 280,Charizard ex,Charizard,☆☆☆
FALSE,A1 281,Pikachu ex,Pikachu,☆☆☆
FALSE,A1 282,Mewtwo ex,Mewtwo,☆☆☆
FALSE,A1 283,Mew,Mission,
FALSE,A1 284,Charizard ex,All,♛
FALSE,A1 285,Pikachu ex,All,♛
FALSE,A1 286,Mewtwo ex,All,♛
